algo1,algo2,method,gamma_pref,treatment_percentage,Unnamed: 0,TUR_algo_1,TUR_algo_2,graph_cut,TE,Percentage_TE
Item,Item,Ref,1.0,0.0,0,[0.45223781 0.38357146 0.52200113],[0.45187201 0.37656691 0.52070858],0.0,[ 0.00036581 -0.08235544  0.07451837  0.00160151],[-0.00301881 -0.19628647  0.15579351  0.00814579]
User,User,Ref,1.0,0.0,1,[0.09890271 0.06956845 0.15099601],[0.09824968 0.0700441  0.14087868],0.0,[ 0.00065303 -0.02298073  0.02522869  0.00015125],[-0.00172387 -0.25545871  0.21948807  0.01530416]
Random,Random,Ref,1.0,0.0,2,[0.47221004 0.45811921 0.48632778],[0.47270137 0.45799799 0.48768301],0.0,[-0.00049132 -0.0211757   0.0223773   0.00012344],[-0.00131505 -0.04608157  0.04598976  0.00054949]
Ideal,Ideal,Ref,1.0,0.0,3,[0.9994252 0.9984846 1.       ],[0.99941886 0.99844435 1.        ],0.0,[ 6.33846084e-06 -1.23515024e-03  1.41892103e-03  4.58408886e-07],[ 6.11788997e-06 -1.23667774e-03  1.41892780e-03  4.65922707e-07]
Item,Ideal,Naive,1.0,0.5,4,[0.94622379 0.90157946 0.9736463 ],[0.99945251 0.99844444 1.        ],0.4850240627860851,[-0.05322872 -0.0977497  -0.02577171  0.00033715],[-0.05669069 -0.1083655  -0.02646895  0.00047871]
Item,Random,Naive,1.0,0.5,5,[0.48693288 0.41623358 0.55760566],[0.47230388 0.456275   0.48780944],0.4079341669866077,[ 0.014629   -0.05870238  0.08834409  0.00140714],[ 0.02415563 -0.1432253   0.16014823  0.00622332]
Item,User,Naive,1.0,0.5,6,[0.41161888 0.32819444 0.48851867],[0.32844575 0.22130902 0.43699909],0.4903181379928355,[ 0.08317313 -0.01650669  0.18359364  0.00260569],[ 0.20048796 -0.04394262  0.43871368  0.01503247]
Ideal,Item,Naive,1.0,0.5,7,[0.99940898 0.99834515 1.        ],[0.94606642 0.89898827 0.97246377],0.4854609895354843,[0.05334255 0.02713556 0.1004921  0.00035019],[0.0533734  0.0271529  0.10054943 0.00032401]
Ideal,Random,Naive,1.0,0.5,8,[0.99941817 0.99838339 1.        ],[0.47218899 0.4571751  0.48752848],0.4579546935488401,[5.27229180e-01 5.12035030e-01 5.42345770e-01 5.97889525e-05],[5.27536007e-01 5.12256063e-01 5.42516444e-01 5.63546249e-05]
Ideal,User,Naive,1.0,0.5,9,[0.99945523 0.99844948 1.        ],[0.81111898 0.54356144 0.9242209 ],0.4577159668924248,[0.18833625 0.07549599 0.45552088 0.00939836],[0.18844135 0.07553697 0.45593929 0.00883404]
Random,Item,Naive,1.0,0.5,10,[0.47245103 0.45832265 0.48744183],[0.48760057 0.41716423 0.55963126],0.4081472972335307,[-0.01514954 -0.09053016  0.05815831  0.00143874],[-0.03239327 -0.19555593  0.12201436  0.00621341]
Random,Ideal,Naive,1.0,0.5,11,[0.47229979 0.45710594 0.48621444],[0.99942041 0.99837949 1.        ],0.4571073259816594,[-5.2712062e-01 -5.4229298e-01 -5.1345620e-01  5.4115465e-05],[-1.11664613 -1.18701089 -1.05595826  0.00122147]
Random,User,Naive,1.0,0.5,12,[0.47264671 0.45752865 0.48774404],[0.12034272 0.08769854 0.17850324],0.4214115820051209,[0.35230398 0.2947014  0.38736509 0.00055879],[0.74536516 0.62580112 0.81579016 0.00227755]
User,Ideal,Naive,1.0,0.5,13,[0.81706939 0.55957056 0.93356532],[0.99940446 0.99837963 1.        ],0.4572382566229803,[-0.18233507 -0.43912038 -0.0662166   0.00904943],[-0.24595247 -0.78474534 -0.07092873  0.04049165]
User,Random,Naive,1.0,0.5,14,[0.12074685 0.08577705 0.17756165],[0.4722172  0.45798424 0.48683441],0.42120446068062,[-0.35147035 -0.39056203 -0.29128611  0.00064138],[-3.04618615 -4.53376938 -1.65890611  0.53425049]
User,Item,Naive,1.0,0.5,15,[0.3275292  0.21539464 0.44168009],[0.41241814 0.33095121 0.49087609],0.4903778331093116,[-0.08488893 -0.18895208  0.01620602  0.00273908],[-0.2903076  -0.79629075  0.04071511  0.04846781]
Item,Ideal,Split,1.0,0.5,16,[0.36513368 0.27306973 0.44883987],[0.99942207 0.99844444 1.        ],0.0,[-0.63428839 -0.72634823 -0.55004902  0.00202269],[-1.78005812 -2.66116207 -1.22549101  0.13018481]
Item,Random,Split,1.0,0.5,17,[0.36732162 0.28030593 0.45464096],[0.47241136 0.45685931 0.48800085],0.0,[-0.10508975 -0.19372972 -0.0153229   0.00207134],[-0.30615308 -0.70116148 -0.03397397  0.02835635]
Item,User,Split,1.0,0.5,18,[0.36274484 0.2777551  0.44677389],[0.11592198 0.0653924  0.20208108],0.0,[0.24682286 0.11178282 0.36258588 0.00409349],[0.67320119 0.37765407 0.83480796 0.01391429]
Ideal,Item,Split,1.0,0.5,19,[0.99939232 0.99838373 1.        ],[0.3642667  0.28028848 0.44915123],0.0,[0.63512562 0.55040849 0.71906102 0.00185103],[0.6355125  0.55052445 0.71952661 0.00190803]
Ideal,Random,Split,1.0,0.5,20,[0.99941311 0.99850427 1.        ],[0.47207789 0.45694374 0.48802288],0.0,[5.27335220e-01 5.11524280e-01 5.42669150e-01 6.31249302e-05],[5.27644650e-01 5.11750565e-01 5.42931778e-01 5.99187593e-05]
Ideal,User,Split,1.0,0.5,21,[0.99944012 0.99853179 1.        ],[0.11444567 0.06538131 0.19937081],0.0,[0.88499445 0.79998887 0.9341673  0.00117164],[0.88549005 0.80050054 0.93458916 0.0012286 ]
Random,Item,Split,1.0,0.5,22,[0.47191485 0.45827145 0.48624717],[0.36362841 0.27911565 0.44920883],0.0,[0.10828645 0.01661181 0.192155   0.00200538],[0.2292944  0.03570467 0.40583117 0.00895732]
Random,Ideal,Split,1.0,0.5,23,[0.47193697 0.45681748 0.4866712 ],[0.99942669 0.99844444 1.        ],0.0,[-5.27489720e-01 -5.42692240e-01 -5.12705450e-01  5.85177774e-05],[-1.11827552 -1.18802104 -1.05310757  0.00119877]
Random,User,Split,1.0,0.5,24,[0.47206436 0.45579697 0.48670749],[0.11778886 0.06559524 0.20619065],0.0,[0.35427551 0.26554688 0.40796334 0.00131992],[0.75046807 0.56506452 0.85927527 0.00613379]
User,Ideal,Split,1.0,0.5,25,[0.1187687  0.06862473 0.20876911],[0.99940474 0.99841187 1.        ],0.0,[-0.88063604 -0.92979656 -0.78999437  0.00127191],[ -8.19419893 -13.54914485  -3.78405944   7.06588938]
User,Random,Split,1.0,0.5,26,[0.11578079 0.06337405 0.19958861],[0.47197785 0.4569161  0.48715065],0.0,[-0.35619705 -0.41007159 -0.27078658  0.00126252],[-3.46564651 -6.40455378 -1.34262663  1.74381938]
User,Item,Split,1.0,0.5,27,[0.11712049 0.06323333 0.20102789],[0.36558856 0.2777716  0.44903309],0.0,[-0.24846807 -0.3582575  -0.116       0.00381929],[-2.44265764 -5.11324341 -0.60573243  1.43833709]
Item,Ideal,Cluster,1.0,0.49,28,[0.81598012 0.67643513 0.93030303],[0.99944044 0.99814815 1.        ],0.3720986345053796,[-0.18346033 -0.30960759 -0.07700299  0.00352099],[-0.23513426 -0.47799417 -0.07426274  0.01337064]
Item,Random,Cluster,1.0,0.5,29,[0.51036609 0.40833056 0.5948904 ],[0.47258027 0.45729627 0.48785115],0.3234908150697725,[ 0.03778582 -0.04693539  0.11127317  0.00162888],[ 0.0655553  -0.16266857  0.20361711  0.00870439]
Item,User,Cluster,1.0,0.48,30,[0.42467443 0.32041236 0.5183981 ],[0.28249739 0.16684384 0.40205152],0.43621044949423,[0.14217704 0.03785288 0.25451914 0.00305499],[0.33154509 0.04594809 0.58486175 0.01862935]
Ideal,Item,Cluster,1.0,0.47,31,[0.99941713 0.99807669 1.        ],[0.81117447 0.65368187 0.93152574],0.3699007021286922,[0.18824266 0.07576247 0.32319573 0.00398423],[0.18835671 0.06825562 0.34553972 0.00580479]
Ideal,Random,Cluster,1.0,0.42,32,[0.99938439 0.99803773 1.        ],[0.47216129 0.45816245 0.48747056],0.3356898050454419,[5.27223100e-01 5.14996050e-01 5.39298220e-01 3.84342114e-05],[5.27547030e-01 5.12277746e-01 5.41789690e-01 5.54434554e-05]
Ideal,User,Cluster,1.0,0.49,33,[0.99941702 0.99814815 1.        ],[0.60995353 0.28950198 0.83012042],0.4326868388729591,[0.38946349 0.1912589  0.6616555  0.01439979],[0.38971111 0.16917853 0.71032845 0.02047073]
Random,Item,Cluster,1.0,0.5,34,[0.47152483 0.45777541 0.48540745],[0.51030505 0.40418239 0.59459709],0.3236309599018906,[-0.03878022 -0.11350079  0.04368314  0.00160784],[-0.08262649 -0.27027784  0.14220799  0.01082506]
Random,Ideal,Cluster,1.0,0.5,35,[0.47250414 0.45704935 0.48767752],[0.9993925  0.99810875 1.        ],0.336838113017258,[-5.26888360e-01 -5.39760900e-01 -5.14484130e-01  4.15787108e-05],[-1.11564793e+00 -1.18571149e+00 -1.04862660e+00  1.17374916e-03]
Random,User,Cluster,1.0,0.5,36,[0.47219596 0.45663819 0.48571515],[0.12601278 0.08720845 0.20170703],0.3572978072135137,[0.34618318 0.2907217  0.38572869 0.00058741],[0.73294462 0.57561042 0.81753894 0.00364294]
User,Ideal,Cluster,1.0,0.48,37,[0.6077919  0.28975556 0.82273965],[0.99941569 0.99814716 1.        ],0.4327145016858648,[-0.39162379 -0.66918124 -0.19253964  0.01478467],[-0.77437074 -2.44655318 -0.21456863  0.35244521]
User,Random,Cluster,1.0,0.48,38,[0.12752594 0.0859515  0.20844136],[0.47196384 0.45794457 0.486326  ],0.3571455165719299,[-0.3444379  -0.38521653 -0.28341695  0.0006744 ],[-2.88313517 -4.49043138 -1.27097954  0.67109838]
User,Item,Cluster,1.0,0.45,39,[0.27925486 0.16981459 0.39713014],[0.4217976  0.32296256 0.50878113],0.4356436235000136,[-0.14254274 -0.245293   -0.03993543  0.00274441],[-0.57129688 -1.45809062 -0.06835225  0.12337814]
Item,Ideal,User-corpus,1.0,0.5,40,[0.33103837 0.26311663 0.40021991],[0.98550329 0.97840306 0.99177831],0.0,[-0.65446492 -0.72001226 -0.5849258   0.00123378],[-2.01226598 -2.7219118  -1.45832898  0.11256639]
Item,Random,User-corpus,1.0,0.5,41,[0.33103837 0.26311663 0.40021991],[0.42286347 0.40634048 0.44137223],0.0,[-0.09182511 -0.16050588 -0.01773476  0.00137892],[-0.29282511 -0.59500647 -0.04386598  0.02235943]
Item,User,User-corpus,1.0,0.5,42,[0.33103837 0.26311663 0.40021991],[0.08485908 0.04057988 0.1473731 ],0.0,[0.24617928 0.14814474 0.33465604 0.00233189],[0.73922741 0.51868819 0.8855503  0.009136  ]
Ideal,Item,User-corpus,1.0,0.5,43,[0.9847429  0.97758902 0.99116227],[0.32870036 0.26063988 0.39831111],0.0,[0.65604253 0.58703249 0.7240727  0.00119983],[0.66621154 0.59532753 0.73511358 0.00123801]
Ideal,Random,User-corpus,1.0,0.5,44,[0.9847429  0.97758902 0.99116227],[0.42286347 0.40634048 0.44137223],0.0,[5.61879421e-01 5.41329925e-01 5.81335147e-01 1.06327118e-04],[5.70571910e-01 5.51278315e-01 5.88569003e-01 9.05977915e-05]
Ideal,User,User-corpus,1.0,0.5,45,[0.9847429  0.97758902 0.99116227],[0.08485908 0.04057988 0.1473731 ],0.0,[8.99883813e-01 8.37536425e-01 9.44883504e-01 7.97635270e-04],[9.13828388e-01 8.50475148e-01 9.58868133e-01 8.15888798e-04]
Random,Item,User-corpus,1.0,0.5,46,[0.42215507 0.40369709 0.43965219],[0.32870036 0.26063988 0.39831111],0.0,[0.0934547  0.02173143 0.16331024 0.00131222],[0.22094545 0.05236677 0.38072691 0.00716941]
Random,Ideal,User-corpus,1.0,0.5,47,[0.42215507 0.40369709 0.43965219],[0.98550329 0.97840306 0.99177831],0.0,[-5.63348220e-01 -5.83602420e-01 -5.42435522e-01  1.08599346e-04],[-1.3355624  -1.44450065 -1.234716    0.00275051]
Random,User,User-corpus,1.0,0.5,48,[0.42215507 0.40369709 0.43965219],[0.08485908 0.04057988 0.1473731 ],0.0,[0.33729598 0.26761422 0.38675091 0.00092987],[0.7987316  0.64610032 0.90592259 0.00456281]
User,Ideal,User-corpus,1.0,0.5,49,[0.08347706 0.03999206 0.14730485],[0.98550329 0.97840306 0.99177831],0.0,[-9.02026223e-01 -9.45445088e-01 -8.38000000e-01  7.87708900e-04],[-12.22774343 -23.49773127  -5.68778933  21.93747537]
User,Random,User-corpus,1.0,0.5,50,[0.08347706 0.03999206 0.14730485],[0.42286347 0.40634048 0.44137223],0.0,[-0.33938641 -0.38839516 -0.26837076  0.00093982],[-4.68269963 -9.45055837 -1.84252577  4.16272143]
User,Item,User-corpus,1.0,0.5,51,[0.08347706 0.03999206 0.14730485],[0.32870036 0.26063988 0.39831111],0.0,[-0.2452233  -0.33951296 -0.15055989  0.00230698],[-3.44317389 -7.76960436 -1.09228149  3.09014406]
Item,Item,Ref,20.0,0.0,52,[0.60667621 0.5671233  0.64893726],[0.60676222 0.5647756  0.64593517],0.0,[-8.60107174e-05 -5.80546652e-02  6.23535003e-02  9.43495309e-04],[-0.0013167  -0.10128092  0.09821624  0.00248555]
User,User,Ref,20.0,0.0,53,[0.62015262 0.57896573 0.6594551 ],[0.62112612 0.58463193 0.66009637],0.0,[-0.0009735  -0.06102336  0.06416929  0.00101997],[-0.00285963 -0.10557887  0.09721513  0.00251304]
Random,Random,Ref,20.0,0.0,54,[0.36513285 0.35165151 0.3794687 ],[0.36438507 0.35042517 0.37940309],0.0,[ 0.00074778 -0.02246248  0.02505916  0.00014696],[ 0.00153537 -0.06380918  0.06650235  0.00104754]
Ideal,Ideal,Ref,20.0,0.0,55,[0.98893128 0.98518519 0.99212963],[0.98880263 0.98533294 0.99210566],0.0,[ 1.28650000e-04 -5.17123000e-03  5.28278000e-03  7.11203178e-06],[ 1.26320397e-04 -5.25214248e-03  5.32112365e-03  7.68138777e-06]
Item,Ideal,Naive,20.0,0.5,56,[0.95522612 0.92915589 0.96855895],[0.98873352 0.98526547 0.99196217],0.4989753839220447,[-0.0335074  -0.06176813 -0.01856823  0.00012145],[-0.03525694 -0.06648016 -0.01915764  0.00019979]
Item,Random,Naive,20.0,0.5,57,[0.91659902 0.87237597 0.94617349],[0.36452383 0.35035391 0.37885132],0.4937837558657911,[5.5207519e-01 5.0796091e-01 5.8274222e-01 3.6392677e-04],[6.02152303e-01 5.79191627e-01 6.22022141e-01 1.24307988e-04]
Item,User,Naive,20.0,0.5,58,[0.66573982 0.62460241 0.70780142],[0.62400106 0.58801452 0.65797236],0.5003093469077807,[ 0.04173876 -0.01479418  0.09745624  0.00081998],[ 0.06168485 -0.02356878  0.13954104  0.00171785]
Ideal,Item,Naive,20.0,0.5,59,[0.9887725  0.98503349 0.9921997 ],[0.95520145 0.93413973 0.96866111],0.4969865735737928,[3.35710500e-02 1.87408300e-02 5.47379300e-02 8.43262709e-05],[0.03394627 0.0189787  0.05529531 0.00013845]
Ideal,Random,Naive,20.0,0.5,60,[0.98878284 0.98524896 0.99215723],[0.36440775 0.35025155 0.37825578],0.4889120911426309,[6.24375080e-01 6.09878360e-01 6.39148100e-01 5.57526603e-05],[6.31457093e-01 6.17150293e-01 6.45898804e-01 5.47009064e-05]
Ideal,User,Naive,20.0,0.5,61,[0.98880763 0.98534279 0.99219347],[0.90573773 0.86026211 0.93703704],0.4987161540310348,[0.08306989 0.05120318 0.1299209  0.00040325],[0.08400496 0.05168207 0.13104384 0.00038853]
Random,Item,Naive,20.0,0.5,62,[0.36499807 0.35021095 0.37903892],[0.91647769 0.87085087 0.94520892],0.4932970595096361,[-5.51479620e-01 -5.85326240e-01 -5.04900460e-01  4.20938287e-04],[-1.51194493 -1.64321995 -1.35703962  0.00534533]
Random,Ideal,Naive,20.0,0.5,63,[0.36428562 0.35069311 0.37876599],[0.98877646 0.98518519 0.99196286],0.4886385548027439,[-6.24490840e-01 -6.38293350e-01 -6.09380130e-01  5.44027417e-05],[-1.71536364 -1.81891982 -1.61014288  0.00294766]
Random,User,Naive,20.0,0.5,64,[0.36509096 0.35086789 0.378849  ],[0.80477198 0.76242953 0.84526128],0.4931063925300571,[-0.43968103 -0.48356344 -0.39436781  0.00051774],[-1.20527159 -1.35363117 -1.05588099  0.00584276]
User,Ideal,Naive,20.0,0.5,65,[0.90438443 0.86532508 0.93439286],[0.98883717 0.98525641 0.99191919],0.4986120073405934,[-0.08445275 -0.12306473 -0.05457598  0.00030526],[-0.09381916 -0.14204028 -0.05851425  0.00049224]
User,Random,Naive,20.0,0.5,66,[0.80398722 0.76029899 0.84264504],[0.36462318 0.34988637 0.37954756],0.4921804209541909,[0.43936404 0.39170115 0.48439916 0.0005592 ],[5.46131841e-01 5.12390415e-01 5.76838936e-01 2.62444487e-04]
User,Item,Naive,20.0,0.5,67,[0.62363229 0.58887346 0.65897487],[0.66712971 0.62713594 0.7100962 ],0.4992485064052979,[-0.04349742 -0.10248125  0.0133346   0.0008729 ],[-0.07068353 -0.168742    0.02080653  0.00226025]
Item,Ideal,Split,20.0,0.5,68,[0.51430842 0.4637525  0.56296456],[0.98885314 0.98536528 0.99222222],0.0,[-0.47454472 -0.52471434 -0.42406456  0.00065926],[-0.92757579 -1.13321585 -0.75624963  0.00951857]
Item,Random,Split,20.0,0.5,69,[0.51612081 0.46573973 0.56297052],[0.36484059 0.35023551 0.37921998],0.0,[0.15128022 0.09998373 0.19967227 0.00064672],[0.29146117 0.21047859 0.35789614 0.00138534]
Item,User,Split,20.0,0.5,70,[0.51578967 0.464619   0.56449619],[0.51310354 0.46440942 0.56181214],0.0,[ 0.00268613 -0.08698384  0.07983015  0.00181089],[ 0.00170013 -0.1877548   0.14504527  0.00694431]
Ideal,Item,Split,20.0,0.5,71,[0.98878868 0.98510479 0.99206426],[0.51538138 0.4630443  0.56578457],0.0,[0.47340729 0.42221954 0.52621979 0.00070388],[0.47877417 0.42717032 0.53156154 0.00071769]
Ideal,Random,Split,20.0,0.5,72,[0.98895262 0.98552866 0.99219982],[0.36433605 0.34989107 0.37866041],0.0,[6.24616570e-01 6.09895920e-01 6.39824390e-01 5.82903814e-05],[6.31591974e-01 6.16780919e-01 6.46456133e-01 5.75036667e-05]
Ideal,User,Split,20.0,0.5,73,[0.98877507 0.98535327 0.99193937],[0.51276147 0.4588839  0.56000107],0.0,[0.4760136  0.42972635 0.52947315 0.00064748],[0.48141443 0.43394672 0.53582064 0.00067189]
Random,Item,Split,20.0,0.5,74,[0.3651572  0.35075631 0.37974005],[0.51525005 0.46296086 0.56496528],0.0,[-0.15009285 -0.20088113 -0.09724909  0.0006989 ],[-0.41157145 -0.55996621 -0.26570375  0.00561029]
Random,Ideal,Split,20.0,0.5,75,[0.36452776 0.35031447 0.37910079],[0.98874631 0.98510918 0.99219917],0.0,[-6.24218550e-01 -6.39306060e-01 -6.09446160e-01  5.80235857e-05],[-1.71349465 -1.82084626 -1.60667168  0.00297708]
Random,User,Split,20.0,0.5,76,[0.36473522 0.35120636 0.37848911],[0.51241788 0.45470732 0.56045377],0.0,[-0.14768266 -0.19667992 -0.0912495   0.00072337],[-0.40534535 -0.54909254 -0.24719949  0.00586262]
User,Ideal,Split,20.0,0.5,77,[0.51279168 0.4615482  0.5569054 ],[0.98883108 0.98511885 0.99203429],0.0,[-0.4760394  -0.5274042  -0.43169213  0.00059616],[-0.93290767 -1.14260874 -0.77681552  0.00907514]
User,Random,Split,20.0,0.5,78,[0.51267182 0.4611038  0.5600663 ],[0.36508641 0.35133333 0.38114355],0.0,[0.14758541 0.09444444 0.19719586 0.00068707],[0.28615179 0.20406908 0.35542807 0.00143397]
User,Item,Split,20.0,0.5,79,[0.51357254 0.45853481 0.56399324],[0.51531362 0.46641875 0.56032082],0.0,[-0.00174107 -0.08120486  0.08439891  0.00178471],[-0.00703909 -0.17425183  0.15209788  0.00715387]
Item,Ideal,Cluster,20.0,0.53,80,[0.59952255 0.53728134 0.65516162],[0.98887831 0.9829932  0.99444444],0.104520198037896,[-0.38935577 -0.44022951 -0.34228745  0.00062426],[-0.6537239  -0.84172735 -0.50749153  0.00724326]
Item,Random,Cluster,20.0,0.53,81,[0.63230644 0.56864959 0.68573578],[0.36486174 0.34333218 0.38740898],0.1660492990623441,[0.2674447  0.21792634 0.31359209 0.00059558],[0.42184356 0.35981744 0.47609596 0.00085214]
Item,User,Cluster,20.0,0.54,82,[0.59947335 0.53308601 0.65974897],[0.62325821 0.5681044  0.67630401],0.1337668881072145,[-0.02378487 -0.10777747  0.05652775  0.00175683],[-0.04365754 -0.23484829  0.10988643  0.00731117]
Ideal,Item,Cluster,20.0,0.45,83,[0.98873099 0.98310033 0.99432112],[0.59770625 0.5347593  0.65810633],0.1045638833250447,[0.39102475 0.3392825  0.4469513  0.00075441],[0.39548913 0.33489401 0.45951528 0.00102672]
Ideal,Random,Cluster,20.0,0.58,84,[0.98901228 0.98309025 0.99477124],[0.364704   0.3437963  0.38676234],0.1472917165271401,[6.24308280e-01 6.05458030e-01 6.43785770e-01 9.55992069e-05],[6.31238618e-01 6.08910380e-01 6.52737386e-01 1.26242073e-04]
Ideal,User,Cluster,20.0,0.45,85,[0.98888678 0.9832024  0.99420315],[0.62680998 0.57385834 0.67586944],0.0988848700582789,[0.3620768  0.31838768 0.40783577 0.00052068],[0.36611222 0.31413082 0.42113508 0.00077311]
Random,Item,Cluster,20.0,0.47,86,[0.36495646 0.34401688 0.38588406],[0.63162539 0.57292088 0.69124592],0.1665721732130557,[-0.26666892 -0.31460936 -0.21859529  0.00059993],[-0.7316541  -0.90836165 -0.56440518  0.00761972]
Random,Ideal,Cluster,20.0,0.5,87,[0.3646452  0.34310029 0.38744251],[0.98893941 0.98299212 0.99455388],0.1475964864304118,[-6.24294210e-01 -6.43186260e-01 -6.04718420e-01  9.62993749e-05],[-1.71469587 -1.88419289 -1.55293249  0.00727783]
Random,User,Cluster,20.0,0.49,88,[0.36499137 0.34310162 0.38628431],[0.6300794  0.57994836 0.68118125],0.1650657767873062,[-0.26508803 -0.30904823 -0.21729622  0.00054785],[-0.72759855 -0.89198675 -0.56662765  0.00712507]
User,Ideal,Cluster,20.0,0.44,89,[0.62748179 0.57075615 0.67531368],[0.98883764 0.98309735 0.99420555],0.098022302095875,[-0.36135585 -0.40891285 -0.31586657  0.00056341],[-0.57890763 -0.7349762  -0.45964873  0.00501358]
User,Random,Cluster,20.0,0.53,90,[0.62715158 0.57347854 0.67909774],[0.36450688 0.34187908 0.38693268],0.1644709933186608,[0.26264471 0.21578771 0.30932301 0.00056935],[0.41781879 0.35389758 0.46827242 0.00086271]
User,Item,Cluster,20.0,0.51,91,[0.62270382 0.57196278 0.67378519],[0.60030546 0.53029942 0.66524601],0.134373036253924,[ 0.02239836 -0.0605976   0.10911583  0.00187439],[ 0.03314552 -0.12544544  0.19276533  0.00657081]
Item,Ideal,User-corpus,20.0,0.5,92,[0.39625733 0.33024429 0.45828639],[0.75379639 0.72626    0.782767  ],0.0,[-0.35753906 -0.42839208 -0.2892561   0.00132337],[-0.91531362 -1.30059657 -0.64053167  0.02790711]
Item,Random,User-corpus,20.0,0.5,93,[0.39625733 0.33024429 0.45828639],[0.3220093  0.3026375  0.34328763],0.0,[0.07424803 0.00312697 0.13906117 0.00114262],[0.18189094 0.00925036 0.30631818 0.00544705]
Item,User,User-corpus,20.0,0.5,94,[0.39625733 0.33024429 0.45828639],[0.197687   0.14200365 0.2700948 ],0.0,[0.19857033 0.10229912 0.28020692 0.00217016],[0.49725276 0.28536767 0.65659635 0.00871491]
Ideal,Item,User-corpus,20.0,0.5,95,[0.75500689 0.72812956 0.78436214],[0.39464368 0.32719846 0.45813889],0.0,[0.36036321 0.2868537  0.44010757 0.00147649],[0.47699953 0.38904479 0.57285184 0.00222992]
Ideal,Random,User-corpus,20.0,0.5,96,[0.75500689 0.72812956 0.78436214],[0.3220093  0.3026375  0.34328763],0.0,[4.32997590e-01 3.95105627e-01 4.70254855e-01 3.64539509e-04],[5.73304422e-01 5.36245441e-01 6.04777292e-01 2.97872846e-04]
Ideal,User,User-corpus,20.0,0.5,97,[0.75500689 0.72812956 0.78436214],[0.197687   0.14200365 0.2700948 ],0.0,[0.55731989 0.47658195 0.62314307 0.00131532],[0.73796406 0.64373945 0.81376532 0.00181862]
Random,Item,User-corpus,20.0,0.5,98,[0.32269736 0.30296111 0.34217921],[0.39464368 0.32719846 0.45813889],0.0,[-0.07194632 -0.14071754 -0.00092504  0.00129303],[-0.22433332 -0.44788959 -0.00286851  0.01300897]
Random,Ideal,User-corpus,20.0,0.5,99,[0.32269736 0.30296111 0.34217921],[0.75379639 0.72626    0.782767  ],0.0,[-4.31099027e-01 -4.68132648e-01 -3.94894600e-01  3.46228464e-04],[-1.33834677 -1.52444924 -1.1637469   0.00812792]
Random,User,User-corpus,20.0,0.5,100,[0.32269736 0.30296111 0.34217921],[0.197687   0.14200365 0.2700948 ],0.0,[0.12501036 0.0484     0.18772264 0.0011835 ],[0.38634952 0.15618241 0.56253728 0.01047507]
User,Ideal,User-corpus,20.0,0.5,101,[0.19695149 0.1497996  0.26196759],[0.75379639 0.72626    0.782767  ],0.0,[-0.5568449  -0.61341234 -0.4846255   0.00113456],[-2.90853528 -4.07363486 -1.85448888  0.32921305]
User,Random,User-corpus,20.0,0.5,102,[0.19695149 0.1497996  0.26196759],[0.3220093  0.3026375  0.34328763],0.0,[-0.1250578  -0.1826795  -0.05560643  0.00104319],[-0.67048382 -1.20241438 -0.21016444  0.06487181]
User,Item,User-corpus,20.0,0.5,103,[0.19695149 0.1497996  0.26196759],[0.39464368 0.32719846 0.45813889],0.0,[-0.19769219 -0.28335    -0.10140491  0.00219059],[-1.04819256 -1.778389   -0.41436158  0.12784914]
Item,Item,Ref,3.0,0.0,104,[0.56907689 0.50994792 0.63067899],[0.56763203 0.50502897 0.62223333],0.0,[ 0.00144487 -0.08006089  0.08022799  0.00167199],[-0.00018678 -0.15181194  0.13219276  0.00536557]
User,User,Ref,3.0,0.0,105,[0.16309331 0.1182857  0.25576993],[0.16183082 0.11777493 0.25105127],0.0,[ 0.00126249 -0.04058921  0.04188395  0.00044264],[ 0.00104784 -0.25659723  0.20989276  0.01414561]
Random,Random,Ref,3.0,0.0,106,[0.47569018 0.45897436 0.49089057],[0.47607619 0.4604599  0.49182736],0.0,[-0.00038602 -0.0255698   0.02238965  0.00014968],[-0.00112231 -0.05502572  0.04595741  0.0006221 ]
Ideal,Ideal,Ref,3.0,0.0,107,[0.99930424 0.99821358 1.        ],[0.99927885 0.99825708 1.        ],0.0,[ 2.53866100e-05 -1.44613237e-03  1.43775826e-03  5.41234457e-07],[ 2.51264233e-05 -1.44854480e-03  1.43802230e-03  5.47880896e-07]
Item,Ideal,Naive,3.0,0.5,108,[0.95676253 0.92511477 0.97824099],[0.9992668  0.99822202 1.        ],0.4875565256086183,[-0.04250427 -0.07444822 -0.02111823  0.00018508],[-0.04464722 -0.08057861 -0.02158663  0.00023634]
Item,Random,Naive,3.0,0.5,109,[0.64082037 0.57442053 0.70672481],[0.47583314 0.45948721 0.49074786],0.4337333672037111,[0.16498723 0.09406677 0.23081394 0.00121693],[0.25535545 0.16404378 0.32903585 0.00175629]
Item,User,Naive,3.0,0.5,110,[0.53718018 0.46574342 0.60664835],[0.49237254 0.38588027 0.58101157],0.4902022617233796,[ 0.04480764 -0.04854792  0.14340264  0.00239777],[ 0.08144359 -0.09836023  0.26342475  0.00870323]
Ideal,Item,Naive,3.0,0.5,111,[0.99929106 0.9982906  1.        ],[0.95569344 0.92025269 0.97803029],0.4878197777639154,[0.04359762 0.02109671 0.07931714 0.00022059],[0.04362793 0.02110605 0.07935129 0.0002299 ]
